SKIPPED DUPLICATES (Not Abandoned)
================================================================================
Total: 960

1. Duplicate: d056781c-f458-4f79-9bfd-9f2340d980d5 | Original: e3c2853a-e557-4c7f-8e4c-6b583de17558 | Status: Pending_Approval | Mode: CAPI
478. Duplicate: c455b8c8-82f7-4284-9573-1334c89d48e4 | Original: 1b6f3696-0c9b-4217-86bb-dcd3c4993fd1 | Status: Pending_Approval | Mode: CAPI
479. Duplicate: 08b30ba2-e6a9-4651-9887-dd6be8a98ddc | Original: aaf37ddc-cd3c-4bb9-a75f-54f01a93313d | Status: Pending_Approval | Mode: CAPI
480. Duplicate: e9f083aa-1d94-45fd-a234-6caac635b093 | Original: aaf37ddc-cd3c-4bb9-a75f-54f01a93313d | Status: Pending_Approval | Mode: CAPI
481. Duplicate: dcdad8d8-8a8f-4110-9d2e-470b8069ddf9 | Original: aaf37ddc-cd3c-4bb9-a75f-54f01a93313d | Status: Pending_Approval | Mode: CAPI
482. Duplicate: 7f90f323-c60b-4811-9838-32d1e1f527c1 | Original: 908cae0d-2ddf-4565-b28e-4232413a68eb | Status: Pending_Approval | Mode: CAPI
483. Duplicate: c764c361-1167-4f13-819f-4f61398bc9c4 | Original: 908cae0d-2ddf-4565-b28e-4232413a68eb | Status: Pending_Approval | Mode: CAPI
484. Duplicate: 64a1ac40-73e8-4f70-b84a-d847815a1406 | Original: 908cae0d-2ddf-4565-b28e-4232413a68eb | Status: Pending_Approval | Mode: CAPI
485. Duplicate: 2309765e-2ecf-4ec4-913b-aebdc8d0a3ad | Original: 358ddc23-3948-463d-941b-6dcf58c72423 | Status: Pending_Approval | Mode: CAPI
486. Duplicate: e80f5a4d-26b2-493a-8cc5-13df2352d07c | Original: 358ddc23-3948-463d-941b-6dcf58c72423 | Status: Pending_Approval | Mode: CAPI
487. Duplicate: 02825613-6698-45ba-bca4-3c2a530abeff | Original: 358ddc23-3948-463d-941b-6dcf58c72423 | Status: Pending_Approval | Mode: CAPI
488. Duplicate: 2544553b-e025-4b2d-9b74-9bfeef10e762 | Original: a3ab87c9-b48f-454f-b118-9218e694bcc7 | Status: Pending_Approval | Mode: CAPI
489. Duplicate: 2373754d-55ed-41d8-b9c0-c30cbe3d90e2 | Original: a3ab87c9-b48f-454f-b118-9218e694bcc7 | Status: Pending_Approval | Mode: CAPI
490. Duplicate: 68604480-ffb3-4495-bfdf-964747303433 | Original: a3ab87c9-b48f-454f-b118-9218e694bcc7 | Status: Pending_Approval | Mode: CAPI
491. Duplicate: 96c369e4-b9b5-444a-97ec-4950477cdae0 | Original: 3a6e125b-b89a-4f4b-bac7-ebba9cac1246 | Status: Pending_Approval | Mode: CAPI
492. Duplicate: f281edfd-2705-4a6f-b3d1-a6937e94180c | Original: 3a6e125b-b89a-4f4b-bac7-ebba9cac1246 | Status: Pending_Approval | Mode: CAPI
493. Duplicate: 0e37eb34-90f8-4677-8021-82f89fd89f3e | Original: 3a6e125b-b89a-4f4b-bac7-ebba9cac1246 | Status: Pending_Approval | Mode: CAPI
494. Duplicate: 0e53294f-6a8a-4804-8e60-07e85f46e1f5 | Original: 931097a6-6183-4934-b84d-2524975dd346 | Status: Pending_Approval | Mode: CAPI
495. Duplicate: 5616a0f0-cadd-47f4-a711-d0a0091c1275 | Original: 931097a6-6183-4934-b84d-2524975dd346 | Status: Pending_Approval | Mode: CAPI
496. Duplicate: 977ad9a4-a76e-4ef8-979f-bb27ed8779e6 | Original: 931097a6-6183-4934-b84d-2524975dd346 | Status: Pending_Approval | Mode: CAPI
497. Duplicate: bfcec78d-28c6-4a81-88b7-45736a130a76 | Original: d91599b2-1ac3-4885-b272-5ab102d23536 | Status: Pending_Approval | Mode: CAPI
498. Duplicate: 318a2daa-139c-4448-a5af-8ef233810024 | Original: d91599b2-1ac3-4885-b272-5ab102d23536 | Status: Pending_Approval | Mode: CAPI
499. Duplicate: 8629c5a9-0d49-4046-87db-e477db38462c | Original: d91599b2-1ac3-4885-b272-5ab102d23536 | Status: Pending_Approval | Mode: CAPI
500. Duplicate: bf439973-8dfe-4f91-b59d-11e882bad0f3 | Original: e55d5462-362a-4903-aaa6-654d8987d186 | Status: Pending_Approval | Mode: CAPI
501. Duplicate: c22583f6-1fd7-4c04-9021-08f765a10102 | Original: e55d5462-362a-4903-aaa6-654d8987d186 | Status: Pending_Approval | Mode: CAPI
502. Duplicate: 4632bf3f-924d-4603-be8e-c76ddf45bb2a | Original: e55d5462-362a-4903-aaa6-654d8987d186 | Status: Pending_Approval | Mode: CAPI
503. Duplicate: 4409d50f-0234-4aef-a2b6-ec0e2486edf1 | Original: a9cf7c26-5db0-4570-b98c-a3afaa384e46 | Status: Pending_Approval | Mode: CAPI
504. Duplicate: 179af190-1c96-493d-869e-9b7cde83f238 | Original: a9cf7c26-5db0-4570-b98c-a3afaa384e46 | Status: Pending_Approval | Mode: CAPI
505. Duplicate: 6b467593-18b6-4765-9eda-686888732174 | Original: a9cf7c26-5db0-4570-b98c-a3afaa384e46 | Status: Pending_Approval | Mode: CAPI
506. Duplicate: 947205f5-c1a1-46f7-a06f-239c992b5884 | Original: 81586035-0e25-4ce7-8d0f-a5a101b8beef | Status: Pending_Approval | Mode: CAPI
507. Duplicate: 0adc784f-3bcf-42ab-b25a-c94a4f473f19 | Original: 81586035-0e25-4ce7-8d0f-a5a101b8beef | Status: Pending_Approval | Mode: CAPI
508. Duplicate: 118163c7-657f-49a2-ac53-d7d617944bcf | Original: 81586035-0e25-4ce7-8d0f-a5a101b8beef | Status: Pending_Approval | Mode: CAPI
509. Duplicate: 1c0d42c6-01ce-4e58-b21a-77836d7567dd | Original: 03530b5c-6252-494f-9c1d-336544396625 | Status: Pending_Approval | Mode: CAPI
510. Duplicate: 4217a0fc-0f4c-4bf8-a77f-4d2339e7d16c | Original: 03530b5c-6252-494f-9c1d-336544396625 | Status: Pending_Approval | Mode: CAPI
511. Duplicate: 7747497b-e5db-4665-8c9a-95d0042fc5e8 | Original: 03530b5c-6252-494f-9c1d-336544396625 | Status: Pending_Approval | Mode: CAPI
512. Duplicate: f369f8ae-6bc5-49d7-a4f9-245bf0a305c9 | Original: 275fa7b1-6b19-4f88-b5c7-b5c80e0389a6 | Status: Pending_Approval | Mode: CAPI
513. Duplicate: b9d1d2a6-a465-40f0-aa3e-ae566e0dad40 | Original: 275fa7b1-6b19-4f88-b5c7-b5c80e0389a6 | Status: Pending_Approval | Mode: CAPI
514. Duplicate: 576aad1f-b336-40ba-984f-526cbc74891c | Original: 275fa7b1-6b19-4f88-b5c7-b5c80e0389a6 | Status: Pending_Approval | Mode: CAPI
515. Duplicate: f537ddfe-66fb-4798-a7c9-5eb588aa6ec4 | Original: b29ab0e1-ba18-4a72-bade-b037b7809132 | Status: Pending_Approval | Mode: CAPI
516. Duplicate: 8ab8d6e7-a769-4fe9-818d-a4d1185c88b3 | Original: b29ab0e1-ba18-4a72-bade-b037b7809132 | Status: Pending_Approval | Mode: CAPI
517. Duplicate: 213fa5ee-5823-4bab-87b6-c1c43f1b6d89 | Original: b29ab0e1-ba18-4a72-bade-b037b7809132 | Status: Pending_Approval | Mode: CAPI
518. Duplicate: 2b9e4a26-6839-4973-800f-d64c067485bb | Original: c4d67abb-d712-4eaa-8e22-a199a02919e5 | Status: Pending_Approval | Mode: CAPI
519. Duplicate: a9940aed-7609-496f-a300-502c251dbbe5 | Original: c4d67abb-d712-4eaa-8e22-a199a02919e5 | Status: Pending_Approval | Mode: CAPI
520. Duplicate: 9436f584-8445-42ca-80d9-1cef4c097865 | Original: c4d67abb-d712-4eaa-8e22-a199a02919e5 | Status: Pending_Approval | Mode: CAPI
521. Duplicate: 0cd2ca05-0579-4604-84af-1f06c5100801 | Original: 6d120be6-afe7-4eb4-a334-1aec262dd3e0 | Status: Pending_Approval | Mode: CAPI
522. Duplicate: 158210ae-eb67-4abf-b46f-3134c151a022 | Original: 6d120be6-afe7-4eb4-a334-1aec262dd3e0 | Status: Pending_Approval | Mode: CAPI
523. Duplicate: cea686c8-5db7-4767-9a73-efa1f4c0c088 | Original: 6d120be6-afe7-4eb4-a334-1aec262dd3e0 | Status: Pending_Approval | Mode: CAPI
524. Duplicate: 3025155c-ca1e-4dd7-aaa1-5009226ab61b | Original: f9283a5b-f271-4863-86fa-b8465894c8d0 | Status: Pending_Approval | Mode: CAPI
525. Duplicate: b48f77b4-35ef-4315-a4dd-846ab04419c6 | Original: f9283a5b-f271-4863-86fa-b8465894c8d0 | Status: Pending_Approval | Mode: CAPI
526. Duplicate: b596892e-3134-456a-b025-171b246a507c | Original: f9283a5b-f271-4863-86fa-b8465894c8d0 | Status: Pending_Approval | Mode: CAPI
527. Duplicate: fe9d9103-684e-47b2-9978-a98549612420 | Original: a1ca1576-04ea-42f4-bb90-be31b35e9287 | Status: Pending_Approval | Mode: CAPI
528. Duplicate: bd26d598-ade5-483c-bf5f-db782a725057 | Original: a1ca1576-04ea-42f4-bb90-be31b35e9287 | Status: Pending_Approval | Mode: CAPI
529. Duplicate: 2275304e-cbb7-499c-9901-a81958aeb5e3 | Original: a1ca1576-04ea-42f4-bb90-be31b35e9287 | Status: Pending_Approval | Mode: CAPI
530. Duplicate: c2ae3c1f-1952-4329-9621-6a6ac3bf10f8 | Original: 330510cd-ac99-4229-85c0-9631bd4269c5 | Status: Pending_Approval | Mode: CAPI
531. Duplicate: e5339018-e73b-4979-91fc-2d6618b6b0e4 | Original: 330510cd-ac99-4229-85c0-9631bd4269c5 | Status: Pending_Approval | Mode: CAPI
532. Duplicate: fd610f28-6bd8-46a7-96f1-ac9fb5c19ea1 | Original: 330510cd-ac99-4229-85c0-9631bd4269c5 | Status: Pending_Approval | Mode: CAPI
533. Duplicate: 0e3703cb-e650-4d88-a029-98551227795e | Original: 0c641814-0201-4ecf-a447-0c922df10b32 | Status: Pending_Approval | Mode: CAPI
534. Duplicate: 9313c26e-c4b6-4fc6-b0b6-bffebbf6b09d | Original: 0c641814-0201-4ecf-a447-0c922df10b32 | Status: Pending_Approval | Mode: CAPI
535. Duplicate: 159626ac-052b-40c6-a058-07e3381e093a | Original: 99d60f20-15ca-4aa5-873d-080e29d9bddf | Status: Rejected | Mode: CAPI
536. Duplicate: bc6b3226-b574-4eac-a36a-821fc66a6e6a | Original: 99d60f20-15ca-4aa5-873d-080e29d9bddf | Status: Pending_Approval | Mode: CAPI
537. Duplicate: b8ac106d-f4b0-4300-9b3c-4fd1a67c7e55 | Original: 61f09da3-3b9b-4df9-b25c-709100e6f8b4 | Status: Pending_Approval | Mode: CAPI
538. Duplicate: 7ab7f276-502e-4630-9e22-0049849e3884 | Original: 61f09da3-3b9b-4df9-b25c-709100e6f8b4 | Status: Pending_Approval | Mode: CAPI
539. Duplicate: 3f0ec119-7a65-48c3-99ac-e5067666da0f | Original: 8216377c-9157-4b4b-a522-494f09fb5e3c | Status: Pending_Approval | Mode: CAPI
540. Duplicate: efee6286-59e5-45d2-9861-1a3c42c8c9bf | Original: 8216377c-9157-4b4b-a522-494f09fb5e3c | Status: Pending_Approval | Mode: CAPI
541. Duplicate: 7e8db2ef-b264-4a9b-9e94-58e4bb4cf232 | Original: caaa4192-3259-4c28-a436-890d6906df47 | Status: Pending_Approval | Mode: CAPI
542. Duplicate: a9d4cbd7-4827-499c-a862-6168942fd775 | Original: caaa4192-3259-4c28-a436-890d6906df47 | Status: Pending_Approval | Mode: CAPI
543. Duplicate: 512bef38-4c19-4c40-a785-422bd61161f4 | Original: e1a948b1-cc46-4305-a3a6-8f2dda353fdb | Status: Pending_Approval | Mode: CAPI
544. Duplicate: 3cd5b94e-2b1b-4dce-8b76-363b97aa1b52 | Original: e1a948b1-cc46-4305-a3a6-8f2dda353fdb | Status: Pending_Approval | Mode: CAPI
545. Duplicate: c84b2d7f-a08a-4c4c-ba1f-a73325a039e4 | Original: 3cf65658-3148-4243-9199-f79fe9b18d3a | Status: Pending_Approval | Mode: CAPI
546. Duplicate: aacf3767-0c42-4a4e-99ca-dc905d576aac | Original: 3cf65658-3148-4243-9199-f79fe9b18d3a | Status: Pending_Approval | Mode: CAPI
547. Duplicate: 2eca03eb-4492-496d-9bd5-912ca2a5f2eb | Original: 2b1b9685-fb11-44cf-9b81-79ceb822a589 | Status: Pending_Approval | Mode: CAPI
548. Duplicate: 5084a40e-cdc3-4194-abd8-2d561aa6c6dd | Original: 2b1b9685-fb11-44cf-9b81-79ceb822a589 | Status: Pending_Approval | Mode: CAPI
549. Duplicate: f0f32cdb-8aa3-4487-abb5-89e91aee6d0b | Original: d6a6a472-2f92-4996-a6e6-6d53a8d3ae77 | Status: Pending_Approval | Mode: CAPI
550. Duplicate: f524dcf8-97b9-46c4-aefc-dc6949c4725f | Original: d6a6a472-2f92-4996-a6e6-6d53a8d3ae77 | Status: Pending_Approval | Mode: CAPI
551. Duplicate: 6df7e3db-0eff-4e99-8d01-3d7ca6602562 | Original: 10786b85-bd9f-45c6-ad75-2c0fcfe92d58 | Status: Pending_Approval | Mode: CAPI
552. Duplicate: d43371a5-f249-4f3e-abdf-4aa08f229730 | Original: 10786b85-bd9f-45c6-ad75-2c0fcfe92d58 | Status: Pending_Approval | Mode: CAPI
553. Duplicate: 6342ba23-8eba-4984-83e3-4e62f7ee7a16 | Original: 0b4349cd-0b3c-45e4-9f14-91f8eb13e39a | Status: Pending_Approval | Mode: CAPI
554. Duplicate: 2456aef8-7ac6-4dd2-8984-861064db12f1 | Original: 0b4349cd-0b3c-45e4-9f14-91f8eb13e39a | Status: Pending_Approval | Mode: CAPI
555. Duplicate: 12a26ec5-5a8a-4d1f-b8f1-fbfa4f2ec0c1 | Original: fa0a0924-f387-48f9-a6bf-5ee73ead9933 | Status: Pending_Approval | Mode: CAPI
556. Duplicate: d41994ed-3c5b-4eff-86f1-896d711d2996 | Original: fa0a0924-f387-48f9-a6bf-5ee73ead9933 | Status: Pending_Approval | Mode: CAPI
557. Duplicate: e76c9bd2-65e8-4112-8453-8f765cbb5e4f | Original: 1324572c-f978-4f07-ba41-86b325bff7c5 | Status: Pending_Approval | Mode: CAPI
558. Duplicate: bade88ab-d438-4bf3-a745-9bc43dc1e9e3 | Original: 1324572c-f978-4f07-ba41-86b325bff7c5 | Status: Pending_Approval | Mode: CAPI
559. Duplicate: cdc19d8d-eaac-4deb-a29e-599207c87073 | Original: 28c78750-6465-48da-bac3-cd02267909a7 | Status: Pending_Approval | Mode: CAPI
560. Duplicate: c2d29858-3afc-4e0f-ae97-5ac5ae1115cd | Original: 28c78750-6465-48da-bac3-cd02267909a7 | Status: Pending_Approval | Mode: CAPI
561. Duplicate: a3d7e683-50ee-4cd9-9093-1540aab9fc2c | Original: e3ea4fb9-a639-49e2-ad31-d506f7a31129 | Status: Pending_Approval | Mode: CAPI
562. Duplicate: 9f3160c1-456a-4ba8-b4f8-5551313fdf53 | Original: e3ea4fb9-a639-49e2-ad31-d506f7a31129 | Status: Pending_Approval | Mode: CAPI
563. Duplicate: 87fbfead-9658-43c3-94c1-b374645a7c33 | Original: f52639a4-b5ff-40e9-809d-4408d3cc5a14 | Status: Pending_Approval | Mode: CAPI
564. Duplicate: c41942ae-e4a9-473e-9a3b-c3d423999cd0 | Original: f52639a4-b5ff-40e9-809d-4408d3cc5a14 | Status: Pending_Approval | Mode: CAPI
565. Duplicate: 7bedef76-d800-4391-ac90-70562c77e788 | Original: 6d889f45-3882-4f3e-80e3-a1ebd62042d9 | Status: Pending_Approval | Mode: CAPI
566. Duplicate: 7268da4b-cb08-4033-83bc-28616827268b | Original: 6d889f45-3882-4f3e-80e3-a1ebd62042d9 | Status: Pending_Approval | Mode: CAPI
567. Duplicate: 26f78b29-46e1-46cb-9bb8-3665211321cc | Original: 83e852c1-ddc6-4f5b-a71a-f2b5c0bb2170 | Status: Pending_Approval | Mode: CAPI
568. Duplicate: f9690db2-7078-4d21-918f-60a3f15c955a | Original: 83e852c1-ddc6-4f5b-a71a-f2b5c0bb2170 | Status: Pending_Approval | Mode: CAPI
569. Duplicate: bcd23a55-8054-46a2-8fbd-9e860d19b8b5 | Original: 1eabff1a-896e-4a6c-a985-be60bd12cf7b | Status: Pending_Approval | Mode: CAPI
570. Duplicate: 334f416e-7a77-4fad-b853-bea5f095db4b | Original: 1eabff1a-896e-4a6c-a985-be60bd12cf7b | Status: Pending_Approval | Mode: CAPI
571. Duplicate: ae61aac9-d49a-4373-818c-f1d2997423dd | Original: 612fa23a-ca27-4d44-961f-c9a4d24657ea | Status: Pending_Approval | Mode: CAPI
572. Duplicate: 5fe13daf-f661-4895-9d72-e212f317011c | Original: 612fa23a-ca27-4d44-961f-c9a4d24657ea | Status: Pending_Approval | Mode: CAPI
573. Duplicate: ceacea5a-67d7-4589-8dfa-890b55be8e29 | Original: e047e48e-2e65-4727-a149-92bf63090f5b | Status: Pending_Approval | Mode: CAPI
574. Duplicate: ce26b6ec-ff9a-42cb-b560-cd08496c2e23 | Original: e047e48e-2e65-4727-a149-92bf63090f5b | Status: Pending_Approval | Mode: CAPI
575. Duplicate: 9d0e65d6-0b9c-4227-8936-80c9f0593bee | Original: 2e7060ff-f790-44b2-a44e-32ee0ccbf541 | Status: Pending_Approval | Mode: CAPI
576. Duplicate: 4a896e84-c82b-4443-b1cf-47af5b876320 | Original: 2e7060ff-f790-44b2-a44e-32ee0ccbf541 | Status: Pending_Approval | Mode: CAPI
577. Duplicate: 309cb43e-72eb-43a4-a98f-a6b7161aca32 | Original: 2626ec51-8df5-45c0-98a1-dd2128f61e8b | Status: Pending_Approval | Mode: CAPI
578. Duplicate: 2cab5617-7bd0-45fd-903c-48c25778459d | Original: 2626ec51-8df5-45c0-98a1-dd2128f61e8b | Status: Pending_Approval | Mode: CAPI
579. Duplicate: c88913ba-d0ff-444c-a511-26a405cf89aa | Original: 1bd6fc27-30f6-4743-ba13-ea849c43647e | Status: Pending_Approval | Mode: CAPI
580. Duplicate: 4bcc3429-e458-4b30-b679-b671212f8def | Original: 1bd6fc27-30f6-4743-ba13-ea849c43647e | Status: Pending_Approval | Mode: CAPI
581. Duplicate: 9beeadfa-6156-4828-9a1a-5451f843b560 | Original: 0db0c404-19ca-4a35-9b7d-e308163f56b4 | Status: Terminated | Mode: CAPI
582. Duplicate: 729a5fdb-9e5a-487e-9473-f97ff198664b | Original: 0db0c404-19ca-4a35-9b7d-e308163f56b4 | Status: Terminated | Mode: CAPI
583. Duplicate: 69b4cc80-f84a-40f1-af0b-e6087b14bee9 | Original: 207f9fe6-3b53-42ed-bc3e-2544f18c569b | Status: Pending_Approval | Mode: CAPI
584. Duplicate: 893a333b-d3aa-4ad9-8dff-e26cb6808c98 | Original: 207f9fe6-3b53-42ed-bc3e-2544f18c569b | Status: Pending_Approval | Mode: CAPI
585. Duplicate: 3beafcb6-c339-43c6-99e3-59211407a9de | Original: 88461037-4b81-42b2-a22a-2750461da41d | Status: Pending_Approval | Mode: CAPI
586. Duplicate: 0b647a66-efb3-489b-a20b-84ad5942a4f9 | Original: 88461037-4b81-42b2-a22a-2750461da41d | Status: Pending_Approval | Mode: CAPI
587. Duplicate: d4208adc-bf9a-48c1-95a7-36ab12491fcb | Original: e2bd6249-2733-422b-ac60-8f6bf1a583fb | Status: Pending_Approval | Mode: CAPI
588. Duplicate: 24b0ecba-a0c3-4f10-8f80-a692c6b2c545 | Original: e2bd6249-2733-422b-ac60-8f6bf1a583fb | Status: Pending_Approval | Mode: CAPI
589. Duplicate: d4a61714-cfcf-4d22-bc5b-e0dbbed553ea | Original: c78c5704-da13-40e3-aa8b-82a9152935c7 | Status: Pending_Approval | Mode: CAPI
590. Duplicate: f66097df-3a02-42d0-8682-eedb7a6d1c06 | Original: c78c5704-da13-40e3-aa8b-82a9152935c7 | Status: Pending_Approval | Mode: CAPI
591. Duplicate: f53a7294-84fd-415f-925c-f99e86de962b | Original: 0efe0949-0483-4d6a-818e-2dfc3a0b156e | Status: Pending_Approval | Mode: CAPI
592. Duplicate: 78cfc55d-4540-4c8c-b2b3-7d1f0ac3ee63 | Original: 0efe0949-0483-4d6a-818e-2dfc3a0b156e | Status: Pending_Approval | Mode: CAPI
593. Duplicate: e636ef10-776a-4f61-99ce-4bce98f606a0 | Original: d9beb898-7f60-48c3-8bc7-ee48da0c0dec | Status: Pending_Approval | Mode: CAPI
594. Duplicate: 95784103-9555-4e9a-ba1b-3bd94de67933 | Original: d9beb898-7f60-48c3-8bc7-ee48da0c0dec | Status: Pending_Approval | Mode: CAPI
595. Duplicate: 83c86254-3af7-4abc-8313-047b2f6be4c9 | Original: 050d3c16-4ce3-485f-9747-f1fde830575b | Status: Pending_Approval | Mode: CAPI
596. Duplicate: 504213be-cdcb-42dc-be21-0b3418c3437b | Original: 050d3c16-4ce3-485f-9747-f1fde830575b | Status: Pending_Approval | Mode: CAPI
597. Duplicate: 55caaecd-fc61-4669-bdf3-9e80ffdf9aad | Original: 8f7d8e5a-4423-4ca3-8f02-31d082790e8a | Status: Pending_Approval | Mode: CAPI
598. Duplicate: 3d6b9c46-89ec-4492-baee-1d6695e35f70 | Original: 8f7d8e5a-4423-4ca3-8f02-31d082790e8a | Status: Pending_Approval | Mode: CAPI
599. Duplicate: e9c393ce-d085-4e07-bf57-9dfef39d2138 | Original: 67fd723a-a1db-449a-ac32-ccc1bbd2c7fa | Status: Pending_Approval | Mode: CAPI
600. Duplicate: 0a48201f-0187-47cd-ad85-e4b95708109b | Original: 67fd723a-a1db-449a-ac32-ccc1bbd2c7fa | Status: Pending_Approval | Mode: CAPI
601. Duplicate: 86d9ebd6-defc-4b0f-9470-7b3982545977 | Original: 2524ab41-9277-43a5-b66c-dc683b439ad3 | Status: Pending_Approval | Mode: CAPI
602. Duplicate: 05cd4b2c-0c40-4142-8b64-36451ed0c43f | Original: 2524ab41-9277-43a5-b66c-dc683b439ad3 | Status: Pending_Approval | Mode: CAPI
603. Duplicate: 532f209d-4546-4097-b360-94f6923928ac | Original: fbe2d2fa-d37f-474a-9733-0635c5ba3bd6 | Status: Pending_Approval | Mode: CAPI
604. Duplicate: b1cecd18-e25c-4631-8c2e-2bd99f7b2606 | Original: fbe2d2fa-d37f-474a-9733-0635c5ba3bd6 | Status: Pending_Approval | Mode: CAPI
605. Duplicate: 1b008a85-6963-4bcf-a0d4-73da752260d9 | Original: bc14b711-4ffd-4794-b53f-72147c35d963 | Status: Pending_Approval | Mode: CAPI
606. Duplicate: 3532de87-ef8a-4e3e-8bb3-247692f0c072 | Original: bc14b711-4ffd-4794-b53f-72147c35d963 | Status: Pending_Approval | Mode: CAPI
607. Duplicate: fa9ec326-d8d5-4efe-b5cf-3d35be75e979 | Original: 23cccc79-bd3e-4c11-8ff4-69b15ea14115 | Status: Pending_Approval | Mode: CAPI
608. Duplicate: 699808c7-dad4-4b12-894d-5eaa23633e96 | Original: 23cccc79-bd3e-4c11-8ff4-69b15ea14115 | Status: Pending_Approval | Mode: CAPI
609. Duplicate: 56cc67cb-c9af-4605-834b-8f57f5d29f01 | Original: b2323951-f97f-4fca-89f1-911b087ad388 | Status: Pending_Approval | Mode: CAPI
610. Duplicate: 49c6252c-3fbb-463a-8ea3-49298652e2c2 | Original: b2323951-f97f-4fca-89f1-911b087ad388 | Status: Pending_Approval | Mode: CAPI
611. Duplicate: dda39482-fe6b-4e65-ba1b-0e5a4b7ca937 | Original: 28299627-f8b0-45ea-b3b3-28b759f3fbb5 | Status: Pending_Approval | Mode: CAPI
612. Duplicate: 5a12cd65-e50b-407a-a7a0-c77057d5b758 | Original: 28299627-f8b0-45ea-b3b3-28b759f3fbb5 | Status: Pending_Approval | Mode: CAPI
613. Duplicate: f9ccdd56-f99e-4034-a2ed-e312d0867473 | Original: 55bb4639-a4dd-4ea1-9a4c-66ee28e516d2 | Status: Pending_Approval | Mode: CAPI
614. Duplicate: 26c631a8-31b5-4884-bf80-1276af7f521a | Original: 55bb4639-a4dd-4ea1-9a4c-66ee28e516d2 | Status: Pending_Approval | Mode: CAPI
615. Duplicate: 9134c2c6-cdbc-4b08-b2b8-9ea59313888d | Original: b6e7a896-9392-4014-a09e-732d07c889e6 | Status: Pending_Approval | Mode: CAPI
616. Duplicate: 52aa6417-6bf4-41c4-a46c-0a4817b89008 | Original: b6e7a896-9392-4014-a09e-732d07c889e6 | Status: Pending_Approval | Mode: CAPI
617. Duplicate: 42a1cd37-2411-43d9-b873-fd260c715313 | Original: e58369a3-c119-4c7f-bd00-53c02086e024 | Status: Pending_Approval | Mode: CAPI
618. Duplicate: 55ea4bba-391a-4cda-b828-7b2fd127b547 | Original: e58369a3-c119-4c7f-bd00-53c02086e024 | Status: Pending_Approval | Mode: CAPI
619. Duplicate: 97c73b0a-4467-4f2b-b0e0-0488c69467a5 | Original: 9c39206b-c818-4de5-8ab5-65c568db9959 | Status: Pending_Approval | Mode: CAPI
620. Duplicate: 6babe0c0-0412-494e-a902-8ab8dec90959 | Original: 9c39206b-c818-4de5-8ab5-65c568db9959 | Status: Pending_Approval | Mode: CAPI
621. Duplicate: f100124f-bb15-4e35-82a1-08ce69333ffc | Original: 41395e9b-ae2a-4345-a648-56fd354c344e | Status: Pending_Approval | Mode: CAPI
622. Duplicate: b1d109fa-f7b4-42bc-99c4-c381af25520e | Original: 41395e9b-ae2a-4345-a648-56fd354c344e | Status: Pending_Approval | Mode: CAPI
623. Duplicate: 8a21ea59-9c56-4153-8e62-c41e8b487b6f | Original: 9abe57b0-9fe7-42f2-a657-78c10d9153cf | Status: Pending_Approval | Mode: CAPI
624. Duplicate: 85521954-d737-4af1-bac2-6b4e0868459e | Original: 9abe57b0-9fe7-42f2-a657-78c10d9153cf | Status: Pending_Approval | Mode: CAPI
625. Duplicate: f148e66b-239e-4e3a-9e9d-aa07b074e38c | Original: 1c7faacb-9dd9-4abe-88e7-3c95bff66a8c | Status: Pending_Approval | Mode: CAPI
626. Duplicate: 5f97def6-0ed0-4386-9487-36d6c341dcdf | Original: 1c7faacb-9dd9-4abe-88e7-3c95bff66a8c | Status: Pending_Approval | Mode: CAPI
627. Duplicate: af2b90d6-264e-44e3-98cc-bd725a3804cc | Original: 9cd451a3-d7bb-464e-a615-4110febdda58 | Status: Pending_Approval | Mode: CAPI
628. Duplicate: 3005ad1e-df2a-41a5-a123-169375603ba7 | Original: 9cd451a3-d7bb-464e-a615-4110febdda58 | Status: Pending_Approval | Mode: CAPI
629. Duplicate: 5fecf0f6-fb53-4c07-b010-057b91cc62c4 | Original: bf722faa-fc24-4c2a-90d5-d93576541c16 | Status: Pending_Approval | Mode: CAPI
630. Duplicate: 0787734f-e22b-4728-904b-835750406016 | Original: 80cf3fef-7094-45ee-b820-08108095ebe2 | Status: Pending_Approval | Mode: CAPI
631. Duplicate: f9c21672-9528-4c31-b81e-cd9fdadc6be8 | Original: 4b1ef0df-33d4-4764-a13d-50d630abc5be | Status: Pending_Approval | Mode: CAPI
632. Duplicate: 0b0238ff-3b03-4ac7-833f-0f6a0b97f160 | Original: f7e24eae-63b9-4530-90a5-d701fb819f5f | Status: Rejected | Mode: CAPI
633. Duplicate: 2091dafb-7546-4e91-bb20-f19f665d4333 | Original: 4d5db241-12df-4878-ac8f-6a942d7ed7da | Status: Rejected | Mode: CAPI
634. Duplicate: 7112e463-7de4-4053-92db-697a5d191a3d | Original: dcfa51aa-1623-4808-820a-4e2d9f587410 | Status: Pending_Approval | Mode: CAPI
635. Duplicate: 31ea58da-91dd-4923-8f76-7b3276d6372b | Original: 1eba2ab7-8885-4134-9051-239d0d0c5409 | Status: Pending_Approval | Mode: CAPI
636. Duplicate: 45673bf2-f3f6-4896-bfcb-4499c60fddf5 | Original: ed141050-8029-49a6-8e7f-f8d6819be788 | Status: Rejected | Mode: CAPI
